id,machine_tag,title,inscription,latitude,longitude,as_wkt,country,area,address,erected,main_photo,colour,organisations,language,series,series_ref,geolocated?,photographed?,number_of_subjects,number_of_male_subjects,number_of_female_subjects,number_of_inanimate_subjects,lead_subject_id,lead_subject_machine_tag,lead_subject_name,lead_subject_surname,lead_subject_sex,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_primary_role,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image,subjects
9635,openplaques:id=9635,Blue plaque № 9635,The Playground opposite was part of Bury Field or Church Common enclosed 1850,51.58303,-0.01339,POINT(-0.01339 51.58303),United Kingdom,London,Former Vestry Road Sorting Office E17,"",https://commons.wikimedia.org/wiki/Special:FilePath/The_Playground_opposite_was_part_of_Bury_Field_or_Church_Common_enclosed_1850.jpg?width=640,blue,"[""Borough of Walthamstow""]",English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9636,openplaques:id=9636,Fisher Tench and Thomas Oliver plaque,The site of the Great House erected by Sir Fischer Tench. Bart. Circa 1700. Thomas Oliver lived there 1750-1803.,51.56718,-0.00952,POINT(-0.00952 51.56718),United Kingdom,London,536-542 High Road Leyton E10,"","","","[""Leyton Urban District Ratepayers’ Association""]",English,"",,true,false,2,2,0,0,6622,openplaques:subject:id=6622,Fisher Tench,Tench,male,1673,1736,man,"[""Baronet Tench of Low Leyton""]",Baronet Tench of Low Leyton,"https://en.wikipedia.org/wiki/Sir_Fisher_Tench,_1st_Baronet","http://dbpedia.org/resource/Sir_Fisher_Tench,_1st_Baronet","","[""Fisher Tench|(1673-1736)|man|Baronet Tench of Low Leyton"", ""Thomas Oliver||man|""]"
9637,openplaques:id=9637,Morell Mackenzie black plaque,Sir Morell Mackenzie was born here July 7th A.D. 1837,51.57044,0.0143,POINT(0.0143 51.57044),United Kingdom,London,742 High Road Leytonstone E11,"",https://commons.wikimedia.org/wiki/Special:FilePath/Sir_Morell_Mackenzie_(LUDRA).jpg?width=640,black,"[""Leyton Urban District Ratepayers’ Association""]",English,"",,true,true,1,1,0,0,2548,openplaques:subject:id=2548,Morell Mackenzie,Mackenzie,male,1837,1892,man,"[""founder of the world's first hospital for diseases of the throat"", ""Knight Bachelor""]","",https://en.wikipedia.org/wiki/Morell_Mackenzie,http://dbpedia.org/resource/Morell_Mackenzie,https://commons.wikimedia.org/wiki/Special:FilePath/Morell_Mackenzie.jpg?width=640,"[""Morell Mackenzie|(1837-1892)|man|founder of the world's first hospital for diseases of the throat and Knight Bachelor""]"
9638,openplaques:id=9638,Halex factory plaque,On this site from 1897-1971 stood the Halex factory of the British Xylonite Company,51.60926,-0.00309,POINT(-0.00309 51.60926),United Kingdom,London,"Quest Factory, Jubilee Avenue Highams Park E4","","","","[""Plastics Historical Society""]",English,"",,true,false,1,1,0,1,6717,openplaques:subject:id=6717,Halex factory,Halex factory,object,1897,1971,place,"[""factory""]",factory,,,"","[""Halex factory|(1897-1971)|place|factory""]"
9639,openplaques:id=9639,Benjamin Cotton blue plaque,Late 18th century Georgian terrace erected for wealthy merchants and businessmen. Extensive grounds now largely developed in the 19th and early 20th century. 694a once the home of Benjamin Cotton,51.5691,0.01254,POINT(0.01254 51.5691),United Kingdom,London,694a-698a High Road Leytonstone E11,"",https://commons.wikimedia.org/wiki/Special:FilePath/Benjamin_Cotton_(Waltham_Forest).jpg?width=640,blue,[],English,"",,true,true,1,1,0,0,6716,openplaques:subject:id=6716,Benjamin Cotton,Cotton,male,,,man,[],"",,,"","[""Benjamin Cotton||man|""]"
9640,openplaques:id=9640,West Ham Union Workhouse blue plaque,Langthorne Hospital. Grade II Listed building. Erected in 1840 as the West Ham Union Workhouse on land originally owned by Stratford-Langthorne Abbey. Renamed in 1948,51.55492,0.00372,POINT(0.00372 51.55492),United Kingdom,London,"Former Langthorne Hospital, Thorne Close E11","",https://commons.wikimedia.org/wiki/Special:FilePath/Langthorne_Hospital_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,1,1,0,1,6715,openplaques:subject:id=6715,West Ham Union Workhouse,Workhouse,object,1840,1948,place,"[""workhouse""]",workhouse,https://en.wikipedia.org/wiki/West_Ham_Union_Workhouse,http://dbpedia.org/resource/West_Ham_Union_Workhouse,"","[""West Ham Union Workhouse|(1840-1948)|place|workhouse""]"
9641,openplaques:id=9641,Andrew Carnegie and W Jacques blue plaque,"Carnegie Library. Grade II Listed building. Designed by W Jacques and erected in 1905. Funded by Andrew Carnegie, the Scottish born philanthropist and steel magnate from Pittsburg, Pennsylvania",51.57083,-0.02385,POINT(-0.02385 51.57083),United Kingdom,London,Lea Bridge Road Library Leyton E10,"",https://commons.wikimedia.org/wiki/Special:FilePath/Carnegie_Library_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,2,2,0,0,6121,openplaques:subject:id=6121,Andrew Carnegie,Carnegie,male,1835,1919,man,"[""philanthropist"", ""steel magnate""]","",https://en.wikipedia.org/wiki/Andrew_Carnegie,http://dbpedia.org/resource/Andrew_Carnegie,"https://commons.wikimedia.org/wiki/Special:FilePath/Andrew_Carnegie,_three-quarter_length_portrait,_seated,_facing_slightly_left,_1913.jpg?width=640","[""Andrew Carnegie|(1835-1919)|man|philanthropist and steel magnate"", ""W Jacques||man|""]"
9642,openplaques:id=9642,John Travers Cornwell blue plaque,Jack Cornwell V.C. 1900-1916. Adjacent to this site stood Clyde Cottage birthplace of John Travers Cornwell the youngest recipient of the Victoria Cross posthumously awarded for bravery at the Battle of Jutland in World War I,51.57039,-0.01532,POINT(-0.01532 51.57039),United Kingdom,London,Clyde Place Leyton E10,"",https://commons.wikimedia.org/wiki/Special:FilePath/Jack_Cornwell_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,1,1,0,0,6713,openplaques:subject:id=6713,John Travers Cornwell,Cornwell,male,1900,1916,man,"[""Victoria Cross recipient""]",Victoria Cross recipient,https://en.wikipedia.org/wiki/Jack_Cornwell,http://dbpedia.org/resource/Jack_Cornwell,"https://commons.wikimedia.org/wiki/Special:FilePath/John_Travers_Cornwell,_Boy_1st_class_(1900-1916),_by_Ambrose_McEvoy.jpg?width=640","[""John Travers Cornwell|(1900-1916)|man|Victoria Cross recipient""]"
9643,openplaques:id=9643,Lena Kennedy blue plaque,"Lena Kennedy 1914-1986 born in Highgate but raised in Hoxton, the famous best selling author lived and worked in this house for many years.",51.56821,-0.03682,POINT(-0.03682 51.56821),United Kingdom,London,"8 Wellington Road, Leyton E10","","",blue,"[""Waltham Forest Council""]",English,Waltham Forest Heritage,,true,false,1,0,1,0,6712,openplaques:subject:id=6712,Lena Kennedy,Kennedy,female,1914,1986,woman,"[""author""]",author,https://en.wikipedia.org/wiki/Lena_Kennedy,http://dbpedia.org/resource/Lena_Kennedy,"","[""Lena Kennedy|(1914-1986)|woman|author""]"
9644,openplaques:id=9644,"Thomas Edward Knightly and Bakers Almshouses, London blue plaque","Bakers Almshouses. Grade II Listed building. Designed by Thomas Edward Knightly FRIBA in an Italianate style, and built between 1857 and 1866 for the London Master Bakers Benevolent Institution",51.57433,-0.01449,POINT(-0.01449 51.57433),United Kingdom,London,"Bakers Almshouses, Lea Bridge Road E10","",https://commons.wikimedia.org/wiki/Special:FilePath/Bakers_Almshouses_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,2,2,0,1,6707,openplaques:subject:id=6707,Thomas Edward Knightly,Knightly,male,,,man,"[""Fellow of the Royal Institute of British Architects""]",Fellow of the Royal Institute of British Architects,,,"","[""Thomas Edward Knightly||man|Fellow of the Royal Institute of British Architects"", ""Bakers Almshouses, London|(1857-present)|place|almshouse""]"
9645,openplaques:id=9645,"Leyton Town Hall, Leyton Library, and John Knight blue plaque",Leyton Library. Grade II Listed building. Designed by John Knight in an Italianate style and opened in 1882 as Leyton Town Hall. Outgrown by 1892 and replaced by the new Town Hall alongside. Later adapted to serve as a public Library,51.5588,-0.00731,POINT(-0.00731 51.5588),United Kingdom,London,"Leyton Library, High Road E10","",https://commons.wikimedia.org/wiki/Special:FilePath/Leyton_Library_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,3,3,0,2,6704,openplaques:subject:id=6704,Leyton Town Hall,Leyton Town Hall,object,,,place,"[""town hall""]",town hall,,,"","[""Leyton Town Hall||place|town hall"", ""Leyton Library||place|library"", ""John Knight||man|""]"
9646,openplaques:id=9646,Leyton Town Hall and John Johnson blue plaque,Leyton Town Hall. Grade II Listed building. Designed by John Johnson in a rich eclectic style after a competition involving over 30 entries. Erected 1894-96 to replace the original public offices now Leyton Library,51.5588,-0.00731,POINT(-0.00731 51.5588),United Kingdom,London,"Leyton Municipal Offices, High Road E10","",https://commons.wikimedia.org/wiki/Special:FilePath/Leyton_Town_Hall_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,2,2,0,1,6704,openplaques:subject:id=6704,Leyton Town Hall,Leyton Town Hall,object,,,place,"[""town hall""]",town hall,,,"","[""Leyton Town Hall||place|town hall"", ""John Johnson||man|architect""]"
9647,openplaques:id=9647,Essex Cricket Pavilion and Richard Creed blue plaque,Essex Cricket Pavilion. Grade II Listed building. Designed by Richard Creed FRIBA and erected in 1886 for the Essex County Cricket Board. Official Club headquarters until 1934,51.56697,-0.01404,POINT(-0.01404 51.56697),United Kingdom,London,"Leyton Youth Centre (building), High Road E10","",https://commons.wikimedia.org/wiki/Special:FilePath/Essex_Cricket_Pavillion_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,2,2,0,1,6702,openplaques:subject:id=6702,Essex Cricket Pavilion,Essex Cricket Pavilion,object,1886,,place,"[""cricket pavilion"", ""official Club headquarters""]","",,,"","[""Essex Cricket Pavilion|(1886-present)|place|cricket pavilion and official Club headquarters"", ""Richard Creed|(1846-1914)|man|Fellow of the Royal Institute of British Architects""]"
9648,openplaques:id=9648,plaque № 9648,Essex County Cricket Club moved from Brentwood to Leyton in 1885 and remained here for nearly 50 years. The ground was the scene of the world record opening stand of 555 by Sutcliffe and Holmes in 1932,51.56688,-0.01035,POINT(-0.01035 51.56688),United Kingdom,London,"Leyton Youth Centre sportsground, High Road E10","",https://commons.wikimedia.org/wiki/Special:FilePath/Former_Essex_Cricket_Ground_(Waltham_Forest_Heritage).jpg?width=640,"",[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9649,openplaques:id=9649,Blue plaque № 9649,"St Mary’s Church. Grade II* Listed building. Leyton parish church dating back in parts to the mid 17th century although much altered. Domesday book records two priests in 1086, so the current church probably occupies the site of a much earlier building",51.56374,-0.01488,POINT(-0.01488 51.56374),United Kingdom,London,"St Mary’s Church, Church Road E10","",https://commons.wikimedia.org/wiki/Special:FilePath/St_Mary's_Church_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9650,openplaques:id=9650,Blue plaque № 9650,Originally St Mary’s National School erected in 1819 on part of the Workhouse Acre. It was designed to accommodate a master and mistress plus 200 pupils,51.5842,-0.01245,POINT(-0.01245 51.5842),United Kingdom,London,"National Spiritualist Church, Vestry Road E17","",https://farm2.staticflickr.com/1479/25284134629_87bede9aca_z.jpg,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9651,openplaques:id=9651,"Fire Engine House, Walthamstow blue plaque","Walthamstow Fire Engine House. For most of the 19th century this small building housed the Walthamstow parish fire “engine”. Manually operated and originally hand-drawn, it was adapted to the horse in 1863",51.58399,-0.01246,POINT(-0.01246 51.58399),United Kingdom,London,"Adjacent to the National Spiritualist Church, Vestry Road E17","",https://commons.wikimedia.org/wiki/Special:FilePath/Walthamstow_Fire_Engine_House_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,1,1,0,1,17245,openplaques:subject:id=17245,"Fire Engine House, Walthamstow","Fire Engine House, Walthamstow",object,,,place,"[""fire station""]",fire station,,,"","[""Fire Engine House, Walthamstow||place|fire station""]"
9652,openplaques:id=9652,Blue plaque № 9652,"The Old Town Hall. Grade II Listed building. The first Waltham Forest Town Hall erected in 1876, originally incorporating an earlier public hall. Replaced by the present Town Hall in Forest Road in 1941 and for many years part of Connaught Hospital. Restored 1994",51.583,-0.01166,POINT(-0.01166 51.583),United Kingdom,London,"Happy Child pre school Nursery, 14B Orford Road E17","",https://commons.wikimedia.org/wiki/Special:FilePath/The_Old_Town_Hall_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9653,openplaques:id=9653,"Nag's Head, Walthamstowe and Francis Wragg blue plaque",The Nag's Head. Locally Listed building. Erected in 1857 by Francis Wragg as a replacement for the original village inn which stood on the corner of Orford Road/Church End. Wragg ran the local stagecoach service to London and also built the adjacent coach houses for his use,51.58405,-0.01127,POINT(-0.01127 51.58405),United Kingdom,London,"The Nag’s Head PH, Orford Road E17","",https://commons.wikimedia.org/wiki/Special:FilePath/The_Nag's_Head_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,2,2,0,1,6700,openplaques:subject:id=6700,"Nag's Head, Walthamstowe","Nag's Head, Walthamstowe",object,1857,,place,"[""inn""]",inn,,,"","[""Nag's Head, Walthamstowe|(1857-present)|place|inn"", ""Francis Wragg||man|builder""]"
9654,openplaques:id=9654,"Old Vicarage, Walthamstowe, William Gilbee Habershon, and James Follet Fawckner blue plaque",The Old Vicarage. Locally Listed building. Erected in 1883 to designs by Habershon & Fawckner as the original Vicarage to St Stephen’s Church which stood nearby. It was converted to a Registry Office in 1924,51.57918,-0.01035,POINT(-0.01035 51.57918),United Kingdom,London,"The Register Office, Grove Road E17","",https://commons.wikimedia.org/wiki/Special:FilePath/The_Old_Vicarage_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,3,3,0,1,20237,openplaques:subject:id=20237,"Old Vicarage, Walthamstowe",Walthamstowe,object,,,place,"[""vicarage""]",vicarage,,,"","[""Old Vicarage, Walthamstowe||place|vicarage"", ""William Gilbee Habershon|(1818-1891)|man|architect"", ""James Follet Fawckner|(1828-1898)|man|architect""]"
9655,openplaques:id=9655,"Leytonstone House, Bethnal Green School for the juvenile poor, and Edward North Buxton blue plaque",Leytonstone House. Grade II Listed building. 18th century house originally the home of Sir Edward North Buxton. From 1868-1936 Bethnal Green School for the juvenile poor,51.5659,0.01032,POINT(0.01032 51.5659),United Kingdom,London,"Leytonstone House, High Road Leytonstone E11","",https://commons.wikimedia.org/wiki/Special:FilePath/Leytonstone_House_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,3,3,0,2,6697,openplaques:subject:id=6697,Leytonstone House,Leytonstone House,object,,,place,"[""house""]",house,,,"","[""Leytonstone House||place|house"", ""Bethnal Green School for the juvenile poor|(1868-1936)|place|school"", ""Edward North Buxton|(1812-1858)|man|father of Edward Buxton, son of Fowell Buxton, Baronet Buxton of Belfield, and father of Thomas Fowell Buxton""]"
9656,openplaques:id=9656,"P Morley Horder and Fetter Lane Congregational Chapel, London blue plaque",Fetter Lane Congregational Chapel. Grade II Listed building. Designed by P Morley Horder in 1899 in an Arts & Crafts style. Named after Fetter Lane Church in the City of London (established in 1660) which moved to Leyton in 1894,51.55662,-0.00291,POINT(-0.00291 51.55662),United Kingdom,London,"New Testament Assembly church, Langthorne Road E10","",https://commons.wikimedia.org/wiki/Special:FilePath/Fetter_Lane_Congregational_Chapel_(Waltham_Forest).jpg?width=640,blue,[],English,"",,true,true,2,2,0,1,6710,openplaques:subject:id=6710,P Morley Horder,Horder,male,1870,1944,man,"[""architect""]",architect,,,"","[""P Morley Horder|(1870-1944)|man|architect"", ""Fetter Lane Congregational Chapel, London||place|chapel""]"
9657,openplaques:id=9657,"Robert Boothby-Heathcote, Friday Hill House, and Lewis Vulliamy blue plaque","Friday Hill House. Grade II Listed building. Designed by Lewis Vulliamy and erected in 1839, Friday Hill House was the last Manor house of Chingford Earls and home of the Boothby-Heathcote family",51.62421,0.00802,POINT(0.00802 51.62421),United Kingdom,London,"Friday Hill House, Simmons Lane E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Friday_Hill_House_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,3,3,0,1,6692,openplaques:subject:id=6692,Robert Boothby-Heathcote,Boothby-Heathcote,male,1805,1865,man,"[""Rector"", ""Lord of the Manor""]","",https://en.wikipedia.org/wiki/Robert_Boothby_Heathcote,http://dbpedia.org/resource/Robert_Boothby_Heathcote,"","[""Robert Boothby-Heathcote|(1805-1865)|man|Rector and Lord of the Manor"", ""Friday Hill House|(1839-present)|place|house"", ""Lewis Vulliamy|(1791-1871)|man|""]"
9658,openplaques:id=9658,Blue plaque № 9658,"Low Hall Pump House. Grade II Listed building. Victorian sewerage pumping station built by Walthamstow Urban District Council in 1885, with two surviving C-type steam engines circa 1897",51.57689,-0.03504,POINT(-0.03504 51.57689),United Kingdom,London,"Low Hall Pumphouse, Low Hall Lane E17","",https://commons.wikimedia.org/wiki/Special:FilePath/Low_Hall_Pump_House_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9659,openplaques:id=9659,Blue plaque № 9659,Highams Park Signal Box. Locally Listed building. Erected in 1925 by the London and North Eastern Railway Company and one of the few that survive on the Chingford line today. Saved from demolition in 2002 it is now leased to the Highams Park Signal Box Association,51.60745,-0.00048,POINT(-0.00048 51.60745),United Kingdom,London,"Highams Park signal box, Hale End Road E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Highams_Park_Signal_Box_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9660,openplaques:id=9660,Vincent Crane Richmond blue plaque,"Lt. Col. Vincent C Richmond OBE 1893-1930. The designer of the ill-fated R101 airship lived here as a boy, attending the nearby Selwyn Avenue school. He was one of 48 who perished when the R101 crashed near Beauvais, France in October 1930. Richmond Crescent was named in his honour",51.60679,0.00304,POINT(0.00304 51.60679),United Kingdom,London,"24 Silverdale Road, Highams Park E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Lt._Col._Vincent_C._Richmond_O.B.E_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,1,1,0,0,6694,openplaques:subject:id=6694,Vincent Crane Richmond,Richmond,male,1893,1930,man,"[""Officer of the Most Excellent Order of the British Empire"", ""designer of the ill-fated R101 airship"", ""Lieutenant Colonel"", ""Fellow of the Royal Aeronautical Society""]","",https://en.wikipedia.org/wiki/Vincent_Crane_Richmond,http://dbpedia.org/resource/Vincent_Crane_Richmond,"","[""Vincent Crane Richmond|(1893-1930)|man|Officer of the Most Excellent Order of the British Empire, designer of the ill-fated R101 airship, Lieutenant Colonel, and Fellow of the Royal Aeronautical Society""]"
9661,openplaques:id=9661,George Edwards blue plaque,"Sir George Edwards 1908 - 2003  The internationally famous aircraft designer, who was responsible for both the Concorde and the Vickers Viscount, was born here, above his fathers toyshop. As a boy he attended the nearby Selwyn Avenue school",51.60737,0.00014,POINT(0.00014 51.60737),United Kingdom,London,"499 Hale End Road, Highams Park E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Sir_George_Edwards_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,1,1,0,0,6693,openplaques:subject:id=6693,George Edwards,Edwards,male,1908,2003,man,"[""aircraft designer"", ""Knight Bachelor"", ""Order of Merit recipient"", ""Fellow of the Royal Society"", ""Fellow of the Royal Academy of Engineering"", ""Deputy Lieutenant"", ""Commander of the Most Excellent Order of the British Empire""]","",https://en.wikipedia.org/wiki/George_Edwards_(aviation),http://dbpedia.org/resource/George_Edwards_(aviation),"","[""George Edwards|(1908-2003)|man|aircraft designer, Knight Bachelor, Order of Merit recipient, Fellow of the Royal Society, Fellow of the Royal Academy of Engineering, Deputy Lieutenant, and Commander of the Most Excellent Order of the British Empire""]"
9662,openplaques:id=9662,Blue plaque № 9662,"Sunnyside Lodge. Locally Listed building. The former gatekeeper’s lodge to “Sunnyside”, a substantial mid 19thC house of 10 bedrooms, over the site of which Woodberry Way and Sunnyside Drive were laid out in the 1920’s and 30’s",51.63195,-0.00287,POINT(-0.00287 51.63195),United Kingdom,London,"73 Woodberry Way, Chingford E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Sunnyside_Lodge_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9663,openplaques:id=9663,"Walter Stair, Robert Boothby-Heathcote, and 23 Princes Street blue plaque","Chingford Infants school. Locally Listed building. Designed by Walter Stair and erected in 1856 by Robert Boothby-Heathcote (1805-1865), Rector of the parish and Lord of the Manor. The original schoolroom, sandwiched between later 19th century crosswing additions, could house 49 mixed infants",51.62894,0.0024,POINT(0.0024 51.62894),United Kingdom,London,"Chingford Infants school, Kings Road E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Chingford_Infants_School_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,3,3,0,1,6691,openplaques:subject:id=6691,Walter Stair,Stair,male,,,man,"[""designer""]",designer,,,"","[""Walter Stair||man|designer"", ""Robert Boothby-Heathcote|(1805-1865)|man|Rector and Lord of the Manor"", ""23 Princes Street||place|shop""]"
9664,openplaques:id=9664,"Fanny Craddock and Apthorp, London blue plaque","Fanny Craddock 1909 – 1994. On this site until 1930 stood a house called Apthorp, birthplace of the famous TV cookery expert Fanny Craddock; born Phyllis Pechey",51.5693,0.00131,POINT(0.00131 51.5693),United Kingdom,London,"Fairwood Court, Fairlop Road E11","",https://commons.wikimedia.org/wiki/Special:FilePath/Fanny_Craddock_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,2,1,1,1,6689,openplaques:subject:id=6689,Fanny Craddock,Craddock,female,1909,1994,woman,"[""Phyllis Pechey"", ""TV cookery expert""]","",https://en.wikipedia.org/wiki/Fanny_Cradock,http://dbpedia.org/resource/Fanny_Cradock,https://commons.wikimedia.org/wiki/Special:FilePath/Fanny_Cradock_Allan_Warren.jpg?width=640,"[""Fanny Craddock|(1909-1994)|woman|Phyllis Pechey and TV cookery expert"", ""Apthorp, London|(d.1930)|place|house""]"
9665,openplaques:id=9665,Richard Hodgson and Hawkwood Lodge blue plaque,Hawkwood Lodge Locally Listed building. The only surviving structure from the Hawkwood estate erected by Richard Hodgson in the late 1840’s. Hawkwood House itself was demolished following bomb damage in 1944. Hodgson was Lord of the Manor of Chingford St Pauls from 1844 – 1866,51.64193,-0.00909,POINT(-0.00909 51.64193),United Kingdom,London,"Hawkwood Lodge, Yardley Lane E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Hawkwood_Lodge_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,2,2,0,1,6687,openplaques:subject:id=6687,Richard Hodgson,Hodgson,male,1804,1872,man,"[""publisher"", ""astronomer"", ""Fellow of the Royal Astronomical Society"", ""Fellow of the Royal Microscopical Society""]","",https://en.wikipedia.org/wiki/Richard_Hodgson_(publisher),http://dbpedia.org/resource/Richard_Hodgson_(publisher),"","[""Richard Hodgson|(1804-1872)|man|publisher, astronomer, Fellow of the Royal Astronomical Society, and Fellow of the Royal Microscopical Society"", ""Hawkwood Lodge||place|lodge""]"
9666,openplaques:id=9666,Blue plaque № 9666,"Chingford Mount Cemetery – Developed in1884 by the Abney Park Cemetery Company on land originally called “Caroline Mount”, named after the landowner. The original Chapel and gatelodges are now gone but the impressive gates, railings, and gatepiers survive",51.62093,-0.01692,POINT(-0.01692 51.62093),United Kingdom,London,"Chingford Mount Cemetery, Old Church Road E4","",https://commons.wikimedia.org/wiki/Special:FilePath/Chingford_Mount_Cemetery_-_Waltham_Forest_Heritage.jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9668,openplaques:id=9668,Blue plaque № 9668,The Cock Tavern. Designed by Hill & Fletcher Architects and erected in 1880. The Coach house and stables were added in 1888. A tavern is first mentioned on this site in 1747,51.58268,-0.02918,POINT(-0.02918 51.58268),United Kingdom,London,"The Cock PH, High Street E17","",https://commons.wikimedia.org/wiki/Special:FilePath/The_Cock_Tavern_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
9669,openplaques:id=9669,Blue plaque № 9669,"Woodside School. Locally Listed building. Opened in 1899 with places for 1466 pupils, Woodside was one of thirteen permanent new schools erected by the Walthamstow School Board between 1880 and 1903 to cater for the needs of the vastly increased population of the time",51.59314,-0.00994,POINT(-0.00994 51.59314),United Kingdom,London,"Woodside Primary School, Wood St E17","",https://commons.wikimedia.org/wiki/Special:FilePath/Woodside_School_(Waltham_Forest_Heritage).jpg?width=640,blue,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
967,openplaques:id=967,George Williams blue plaque,Sir George Williams 1821-1905 founder of Young Men's Christian Association lived at No. 13 Russell Square 1879-1905,51.5225,-0.12647,POINT(-0.12647 51.5225),United Kingdom,London,13 Russell Square,"",https://farm5.staticflickr.com/4873/44714358770_399241246b_z.jpg,blue,[],English,"",,true,true,1,1,0,0,807,openplaques:subject:id=807,George Williams,Williams,male,1821,1905,man,"[""founder of Young Men's Christian Association"", ""Knight Bachelor""]","",https://en.wikipedia.org/wiki/George_Williams_(YMCA),http://dbpedia.org/resource/George_Williams_(YMCA),https://commons.wikimedia.org/wiki/Special:FilePath/Sir_George_Williams_by_John_Collier.jpg?width=640,"[""George Williams|(1821-1905)|man|founder of Young Men's Christian Association and Knight Bachelor""]"
9670,openplaques:id=9670,T. E. Lawrence and Vyvyan Richards blue plaque,"T. E. Lawrence (Lawrence of Arabia) - Until conveyed to the Corporation of London in September 1930, 18 acres of land at the top of Pole Hill was owned by T E Lawrence, the famous soldier, writer and scholar. It was here that he originally intended to erect a house with his friend Vyvyan Richards in which to print fine books including his classic ""Seven Pillars of Wisdom"". This never came to pass, although until 1922 Richards lived here in a hut called ""cloisters""",51.63626,-0.0021,POINT(-0.0021 51.63626),United Kingdom,London,"Pole Hill Obelisk, E4","",https://commons.wikimedia.org/wiki/Special:FilePath/T.E.Lawrence_(Pole_Hill_Epping_Forest_Chingford).jpg?width=640,blue,"[""Waltham Forest Council""]",English,"",,true,true,2,2,0,0,523,openplaques:subject:id=523,T. E. Lawrence,Lawrence,male,1888,1935,man,"[""friend of Vyvyan Richards"", ""soldier"", ""writer"", ""scholar""]","",https://en.wikipedia.org/wiki/T._E._Lawrence,http://dbpedia.org/resource/T._E._Lawrence,https://commons.wikimedia.org/wiki/Special:FilePath/Te_lawrence.jpg?width=640,"[""T. E. Lawrence|(1888-1935)|man|friend of Vyvyan Richards, soldier, writer, and scholar"", ""Vyvyan Richards||man|friend of T. E. Lawrence""]"
